date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:29	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2028%20Jun%202020%2018:17:32%20GMT	https://www.googletagmanager.com/gtm.js?id=	E:/PC_nou/dashboard_booksmart/now_ui/www.googletagmanager.com/gtm.a5445.delayed	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:30	77322/77322	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-12e0a%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/james.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/james.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:30	26334/26334	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/pricing.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/pricing.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:30	55319/55319	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:34	28419/28419	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/invoice.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/invoice.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:34	44285/44285	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/timeline.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/timeline.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:35	24774/24774	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/login.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/login.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:35	27894/27894	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/register.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/register.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:35	23443/23443	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/lock.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/lock.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:35	44620/44620	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/user.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/user.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:35	60348/60348	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/buttons.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/buttons.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:36	49606/49606	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/grid.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/grid.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:36	55232/55232	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/panels.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/panels.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:36	43225/43225	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/sweet-alert.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/sweet-alert.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:38	52508/52508	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:38	70867/70867	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/icons.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/icons.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:38	43395/43395	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/typography.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/typography.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:38	59002/59002	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/regular.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/regular.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:39	52786/52786	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:39	54681/54681	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/validation.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/validation.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:39	49940/49940	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/wizard.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/wizard.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:39	67002/67002	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/regular.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/regular.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:40	70860/70860	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/extended.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/extended.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:40	74406/74406	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/datatables.net.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/datatables.net.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:40	40076/40076	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/google.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/google.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:40	37883/37883	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/fullscreen.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/fullscreen.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:40	39508/39508	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/vector.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/vector.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:41	57464/57464	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/widgets.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/widgets.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:41	42768/42768	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/charts.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/charts.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:41	39377/39377	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/calendar.html	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/calendar.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:41	3310/3310	---M--	200	added ('OK')	image/png	etag:%225e3c2bea-cee%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/US.png	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/US.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:41	3109/3109	---M--	200	added ('OK')	image/png	etag:%225e3c2bea-c25%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/DE.png	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/DE.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:42	3488/3488	---M--	200	added ('OK')	image/png	etag:%225e3c2bea-da0%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/AU.png	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/AU.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:42	3543/3543	---M--	200	added ('OK')	image/png	etag:%225e3c2bea-dd7%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/GB.png	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/GB.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:42	3298/3298	---M--	200	added ('OK')	image/png	etag:%225e3c2bea-ce2%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/RO.png	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/RO.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:42	3594/3594	---M--	200	added ('OK')	image/png	etag:%225e3c2bea-e0a%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/BR.png	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/BR.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:43	30094/30094	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-758e%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/saint-laurent.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/saint-laurent.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:43	23745/23745	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2bea-5cc1%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/balmain.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/balmain.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:43	42650/42650	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-a69a%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/prada.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/prada.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:43	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-15851%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/jquery.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/jquery.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:43	20934/20934	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-51c6%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/popper.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:44	60011/60011	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-ea6b%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/bootstrap.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/bootstrap.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:44	18292/18292	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-4774%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/perfect-scrollbar.jquery.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/perfect-scrollbar.jquery.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:44	53325/53325	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-d04d%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/moment.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/moment.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:44	26277/26277	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-66a5%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-switch.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-switch.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:45	69742/69742	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-1106e%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/sweetalert2.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/sweetalert2.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:45	24369/24369	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-5f31%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.validate.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.validate.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:45	12040/12040	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-2f08%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.bootstrap-wizard.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.bootstrap-wizard.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:45	50590/50590	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-c59e%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-selectpicker.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-selectpicker.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:45	110337/110337	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-1af01%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-datetimepicker.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-datetimepicker.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:46	171795/171795	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-29f13%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
